A,OpenStartPage,1504878640154,20912,true
A,OpenStartPage,1504878928046,94579,false
A,OpenStartPage,1504879032151,14453,true
A,OpenStartPage,1504879103303,82987,false
A,OpenStartPage,1504879254441,70022,false
A,OpenStartPage,1504880416426,16133,true
A,OpenStartPage,1504880536253,98769,false
A,OpenStartPage,1504880681930,88565,false
A,OpenStartPage,1504880805512,104293,false
A,OpenStartPage,1504880918864,84045,false
A,OpenStartPage,1504881025699,89176,false
A,OpenStartPage,1504881345655,97008,false
A,OpenStartPage,1504881540711,89812,false
A,OpenStartPage,1504881667234,86565,false
A,OpenStartPage,1504882178304,95147,false
